product_id,product_name,category,subcategory,brand,price,cost,weight,dimensions,color,material,stock_quantity,reorder_level,supplier_id,launch_date,rating,is_discontinued
PROD_000140,De-engineered even-keeled encoding,Beauty,Beauty_Sub_1,Miller-Stevens,133.77,91.14,39.21,15x40x10,MediumPurple,Leather,663,51,SUPP_062,2024-01-16,3.2,False
PROD_000141,Ameliorated object-oriented website,Clothing,Clothing_Sub_5,Brown LLC,69.28,47.69,6.69,9x48x12,DarkGoldenRod,Glass,489,90,SUPP_071,2022-10-05,3.7,True
PROD_000142,Reactive bottom-line firmware,Beauty,Beauty_Sub_4,"Case, Jackson and Romero",636.28,456.31,10.3,20x13x14,SeaShell,Metal,700,72,SUPP_016,2022-08-12,3.2,False
PROD_000143,Versatile analyzing knowledgebase,Clothing,Clothing_Sub_2,"Morgan, Vega and Nunez",384.77,252.88,31.82,23x46x37,DarkKhaki,Wood,424,38,SUPP_064,2024-12-06,1.3,False
PROD_000144,Visionary analyzing forecast,Books,Books_Sub_5,Valenzuela-Roberts,318.45,227.03,1.18,6x20x34,Ivory,Wood,791,41,SUPP_073,2023-05-14,4.0,False
PROD_000145,Multi-channeled context-sensitive customer loyalty,Books,Books_Sub_2,Lawrence-Holden,706.01,477.28,3.75,14x21x32,Beige,Wood,613,94,SUPP_081,2023-10-30,3.0,False
PROD_000146,Devolved user-facing approach,Home & Garden,Home & Garden_Sub_2,Hurley and Sons,971.19,715.38,37.77,39x50x21,Magenta,Plastic,502,94,SUPP_071,2023-05-26,1.8,False
PROD_000147,Multi-tiered well-modulated function,Beauty,Beauty_Sub_3,Lee Ltd,574.42,421.31,44.13,26x18x38,DarkOrchid,Metal,42,22,SUPP_013,2024-08-09,4.1,False
PROD_000148,Devolved non-volatile function,Electronics,Electronics_Sub_4,"Cook, Lee and Reynolds",805.79,542.91,8.27,32x30x23,SandyBrown,Metal,441,66,SUPP_029,2023-01-04,4.5,False
PROD_000149,Profound neutral pricing structure,Books,Books_Sub_4,Sanders-Moss,191.25,150.34,14.05,27x19x20,Coral,Glass,972,56,SUPP_087,2024-12-15,2.6,False
PROD_000150,Cross-platform real-time strategy,Beauty,Beauty_Sub_5,"Galloway, Johnson and Landry",474.57,362.02,20.6,38x33x37,DarkBlue,Wood,602,64,SUPP_021,2023-01-13,1.7,False
PROD_000151,Organic fault-tolerant migration,Sports,Sports_Sub_3,"Crosby, West and Washington",832.16,593.74,1.18,31x45x13,Gold,Wood,5,62,SUPP_075,2023-03-02,1.5,False
PROD_000152,Robust hybrid secured line,Toys,Toys_Sub_4,Roberts Ltd,538.49,371.27,16.76,12x14x48,IndianRed,Plastic,887,63,SUPP_099,2025-01-15,1.5,False
PROD_000153,Down-sized 24hour challenge,Beauty,Beauty_Sub_4,Davis-Hernandez,187.53,138.2,47.24,25x49x6,DeepSkyBlue,Fabric,451,84,SUPP_100,2024-07-10,1.9,False
PROD_000154,Universal transitional structure,Sports,Sports_Sub_2,Williams PLC,82.22,52.55,28.82,24x32x47,ForestGreen,Wood,922,10,SUPP_024,2025-07-05,1.6,True
PROD_000155,Diverse well-modulated task-force,Automotive,Automotive_Sub_4,"Garcia, Garrett and Vance",554.6,384.19,42.87,49x47x49,MediumSeaGreen,Plastic,293,54,SUPP_064,2022-10-18,3.9,False
PROD_000156,Seamless holistic toolset,Books,Books_Sub_3,Thompson Ltd,125.06,88.28,26.04,49x46x8,DarkTurquoise,Glass,24,36,SUPP_030,2025-01-31,3.6,False
PROD_000157,Object-based next generation info-mediaries,Clothing,Clothing_Sub_3,"Miller, Burns and Williams",458.26,326.96,34.06,14x20x17,SeaShell,Glass,660,29,SUPP_089,2025-06-10,1.2,False
PROD_000158,Progressive exuding strategy,Sports,Sports_Sub_3,"Brown, Jones and Jenkins",73.39,53.88,46.13,36x30x33,OliveDrab,Plastic,404,35,SUPP_053,2025-02-10,3.5,False
PROD_000159,Extended attitude-oriented algorithm,Beauty,Beauty_Sub_2,Hanson-Horton,14.3,11.21,3.46,13x14x6,Turquoise,Plastic,912,96,SUPP_067,2024-02-24,2.2,False
PROD_000160,Fundamental content-based Graphic Interface,Books,Books_Sub_4,Lucas-Cruz,818.94,495.12,38.68,39x18x18,Gray,Metal,433,67,SUPP_087,2023-08-18,3.3,False
PROD_000161,Monitored demand-driven system engine,Books,Books_Sub_5,Morales Inc,609.2,396.37,24.99,45x10x49,DarkGray,Metal,390,11,SUPP_043,2023-05-15,3.6,False
PROD_000162,Reduced encompassing protocol,Sports,Sports_Sub_4,Becker Inc,877.94,546.73,30.01,6x40x28,HotPink,Glass,286,82,SUPP_092,2025-07-19,4.3,False
PROD_000163,De-engineered content-based ability,Home & Garden,Home & Garden_Sub_2,Davis Inc,268.94,209.72,18.54,10x41x18,LightSlateGray,Wood,51,93,SUPP_001,2024-08-10,1.3,False
PROD_000164,Face-to-face maximized approach,Sports,Sports_Sub_4,Robinson Group,118.63,76.32,17.31,38x50x49,PeachPuff,Leather,657,17,SUPP_070,2024-03-22,4.5,False
PROD_000165,Assimilated intermediate extranet,Electronics,Electronics_Sub_3,Perry-Stokes,262.73,184.38,3.5,23x8x22,Coral,Metal,65,54,SUPP_052,2023-01-05,2.5,False
PROD_000166,Multi-tiered needs-based workforce,Clothing,Clothing_Sub_2,Macias-Long,835.3,577.71,9.63,45x46x11,GhostWhite,Wood,527,92,SUPP_028,2024-10-16,2.9,False
PROD_000167,Mandatory 24hour algorithm,Toys,Toys_Sub_5,Chang PLC,59.44,36.97,2.2,45x5x11,Purple,Glass,528,50,SUPP_049,2023-07-27,2.1,False
PROD_000168,Team-oriented tertiary database,Automotive,Automotive_Sub_5,"Taylor, Anderson and Cook",269.64,194.48,4.65,43x7x14,DarkCyan,Glass,809,94,SUPP_014,2022-12-30,2.6,False
PROD_000169,Open-source multi-tasking encoding,Home & Garden,Home & Garden_Sub_4,Meadows Ltd,704.71,502.99,21.85,11x28x38,LightGreen,Glass,434,76,SUPP_055,2023-10-16,1.5,False
PROD_000170,Re-engineered zero-defect pricing structure,Automotive,Automotive_Sub_4,"Hawkins, Johnson and Johnson",444.16,343.76,29.0,50x38x17,GoldenRod,Leather,203,30,SUPP_053,2023-10-10,1.3,False
PROD_000171,Operative systemic knowledgebase,Toys,Toys_Sub_1,Dunn-Garcia,339.51,227.32,48.95,18x28x17,DarkSlateGray,Wood,365,92,SUPP_070,2023-07-25,1.3,False
PROD_000172,Virtual bi-directional archive,Toys,Toys_Sub_4,Williamson Inc,708.53,497.27,27.32,20x28x20,GreenYellow,Metal,592,93,SUPP_076,2024-02-08,4.1,False
PROD_000173,Re-engineered local access,Sports,Sports_Sub_2,"White, Jordan and Turner",394.02,262.44,33.01,11x34x49,LightGoldenRodYellow,Glass,343,81,SUPP_006,2022-09-24,1.3,False
PROD_000174,Business-focused next generation paradigm,Sports,Sports_Sub_4,Fuller Inc,433.48,338.2,24.3,18x5x17,DarkMagenta,Plastic,155,75,SUPP_044,2024-01-16,1.8,False
PROD_000175,Diverse holistic attitude,Automotive,Automotive_Sub_2,Clark-Gutierrez,484.2,369.06,19.27,42x40x46,LimeGreen,Metal,261,50,SUPP_009,2024-10-21,3.6,False
PROD_000176,De-engineered non-volatile pricing structure,Electronics,Electronics_Sub_2,Ferrell-Marshall,326.74,226.57,43.75,28x24x32,Fuchsia,Plastic,991,40,SUPP_001,2023-04-24,4.2,True
PROD_000177,Streamlined human-resource process improvement,Home & Garden,Home & Garden_Sub_1,Nelson Ltd,539.82,415.08,28.26,35x13x5,LightGoldenRodYellow,Leather,467,38,SUPP_072,2025-03-21,4.5,False
PROD_000178,Synergistic fresh-thinking utilization,Automotive,Automotive_Sub_4,"Gomez, Hernandez and Pacheco",474.45,330.29,46.0,12x12x37,MediumSlateBlue,Wood,143,50,SUPP_017,2025-07-13,3.8,False
PROD_000179,Profound interactive matrix,Beauty,Beauty_Sub_2,Baker Ltd,11.09,7.27,30.17,5x33x10,MediumSpringGreen,Metal,74,16,SUPP_019,2022-08-22,3.9,False
PROD_000180,Networked neutral contingency,Home & Garden,Home & Garden_Sub_3,"Jones, Henderson and Murphy",678.38,540.73,24.49,48x8x27,SandyBrown,Leather,674,71,SUPP_089,2025-02-18,3.6,False
PROD_000181,Exclusive cohesive frame,Clothing,Clothing_Sub_5,"Mays, Smith and Castro",835.88,562.51,39.21,32x12x48,OliveDrab,Fabric,596,90,SUPP_061,2023-03-28,1.4,False
PROD_000182,Vision-oriented well-modulated focus group,Beauty,Beauty_Sub_3,Gonzalez-Hall,774.16,545.63,20.19,34x31x23,Lime,Plastic,621,88,SUPP_093,2022-12-26,3.7,False
PROD_000183,Multi-lateral web-enabled conglomeration,Home & Garden,Home & Garden_Sub_2,Diaz-Trujillo,294.7,234.96,13.37,6x44x50,Gray,Wood,155,30,SUPP_037,2023-08-13,4.8,False
PROD_000184,Automated bifurcated array,Beauty,Beauty_Sub_3,Cochran-Brown,204.31,133.14,23.0,17x49x16,GoldenRod,Metal,857,21,SUPP_075,2022-08-04,1.3,False
PROD_000185,Automated analyzing product,Electronics,Electronics_Sub_4,"Allen, Carlson and Watkins",31.04,22.6,34.69,35x47x20,Tomato,Glass,51,24,SUPP_043,2023-06-08,3.0,False
PROD_000186,Devolved global neural-net,Clothing,Clothing_Sub_1,Morrison PLC,908.79,550.86,16.5,49x11x7,Tan,Plastic,406,100,SUPP_020,2024-08-03,2.7,False
PROD_000187,Persevering 5thgeneration intranet,Electronics,Electronics_Sub_2,Neal PLC,407.31,314.73,28.07,50x18x47,Moccasin,Wood,864,69,SUPP_044,2025-01-17,3.4,False
PROD_000188,Down-sized systematic implementation,Home & Garden,Home & Garden_Sub_2,Shaffer-Smith,325.46,213.74,25.43,50x18x27,Silver,Glass,915,21,SUPP_077,2022-11-02,1.7,False
PROD_000189,Managed composite hierarchy,Beauty,Beauty_Sub_4,Garcia-Goodwin,574.43,377.24,40.93,29x20x50,LightCoral,Fabric,946,62,SUPP_082,2024-08-30,2.5,False
PROD_000190,Programmable bifurcated adapter,Home & Garden,Home & Garden_Sub_2,"Walton, Garza and Grant",32.72,23.02,10.46,36x49x13,Cyan,Leather,417,64,SUPP_047,2024-06-13,1.6,False
PROD_000191,Quality-focused maximized challenge,Sports,Sports_Sub_4,Lewis Group,543.34,329.74,13.27,42x15x36,MediumSlateBlue,Leather,131,47,SUPP_001,2025-03-19,1.2,False
PROD_000192,Networked foreground throughput,Books,Books_Sub_1,Hebert-Bell,550.64,333.04,33.24,10x24x47,DeepPink,Leather,386,12,SUPP_041,2023-11-24,1.3,False
PROD_000193,Function-based regional emulation,Toys,Toys_Sub_3,"Rivera, Martin and Anderson",216.39,138.41,7.25,12x30x46,DarkRed,Metal,747,17,SUPP_083,2022-08-14,3.8,True
PROD_000194,Automated stable leverage,Home & Garden,Home & Garden_Sub_3,"Harrison, Williams and Fisher",899.61,550.24,42.27,18x29x43,Magenta,Leather,780,35,SUPP_002,2023-03-19,1.4,False
PROD_000195,Front-line zero administration website,Electronics,Electronics_Sub_5,Gonzales Inc,61.89,47.15,41.06,42x20x9,Teal,Fabric,454,76,SUPP_015,2024-10-08,3.9,False
PROD_000196,Customer-focused foreground firmware,Sports,Sports_Sub_5,Holloway PLC,967.5,750.93,8.76,46x19x26,LemonChiffon,Leather,974,45,SUPP_009,2024-06-17,2.3,False
PROD_000197,Virtual encompassing orchestration,Books,Books_Sub_5,"Martin, Nichols and Gomez",686.11,423.81,31.12,19x8x21,Green,Leather,225,91,SUPP_057,2022-08-13,2.7,False
PROD_000198,Enhanced tertiary artificial intelligence,Beauty,Beauty_Sub_4,"Gentry, Mueller and Fox",178.69,109.6,45.82,6x37x10,Orange,Metal,140,96,SUPP_082,2023-11-18,2.7,False
PROD_000199,Polarized reciprocal system engine,Sports,Sports_Sub_4,"Cole, Lara and Ramos",895.19,599.57,49.07,34x5x27,MediumPurple,Leather,225,19,SUPP_012,2025-05-17,1.1,False
PROD_000200,Persevering cohesive moderator,Home & Garden,Home & Garden_Sub_2,Roberts-Kirk,18.28,11.31,30.68,36x17x43,Cyan,Glass,633,74,SUPP_038,2024-07-28,4.9,False
PROD_000201,Balanced fault-tolerant knowledgebase,Clothing,Clothing_Sub_3,Vaughn Inc,148.53,110.76,21.17,19x35x31,DarkCyan,Leather,884,55,SUPP_083,2025-04-28,1.1,False
PROD_000202,Automated bi-directional access,Beauty,Beauty_Sub_4,Bryant and Sons,432.87,329.89,34.53,11x37x36,WhiteSmoke,Glass,407,26,SUPP_085,2024-12-07,3.1,False
PROD_000203,Realigned 3rdgeneration application,Home & Garden,Home & Garden_Sub_4,Skinner and Sons,927.57,719.63,21.68,38x47x47,Aqua,Wood,25,21,SUPP_094,2023-07-10,3.6,False
PROD_000204,Programmable upward-trending toolset,Books,Books_Sub_4,Webster-Mitchell,925.08,650.31,8.68,15x16x32,Khaki,Glass,445,66,SUPP_066,2024-11-02,4.3,False
PROD_000205,Public-key systematic database,Home & Garden,Home & Garden_Sub_4,Benson-Johnston,647.15,480.72,4.37,30x25x15,PaleTurquoise,Metal,563,92,SUPP_078,2022-07-30,3.7,False
PROD_000206,Organic bifurcated matrix,Electronics,Electronics_Sub_4,"Wilson, Bradley and Murphy",298.52,207.79,29.23,25x41x39,Turquoise,Plastic,138,51,SUPP_044,2023-04-28,3.5,False
PROD_000207,Streamlined user-facing function,Books,Books_Sub_4,Gardner Inc,329.49,246.59,30.2,36x29x23,DarkOrange,Plastic,562,34,SUPP_072,2022-11-15,2.5,False
PROD_000208,Sharable holistic core,Electronics,Electronics_Sub_3,Dennis Ltd,39.03,27.97,3.71,50x23x12,Fuchsia,Glass,111,59,SUPP_043,2024-01-27,2.9,False
PROD_000209,Monitored 3rdgeneration forecast,Clothing,Clothing_Sub_2,"Burgess, Alvarez and Flynn",594.33,370.17,47.46,27x30x27,MistyRose,Plastic,547,78,SUPP_057,2023-12-20,1.3,True
PROD_000210,Up-sized bifurcated ability,Sports,Sports_Sub_5,Wright-Williams,434.25,312.17,2.9,46x28x7,Green,Plastic,735,87,SUPP_024,2023-01-10,2.0,False
PROD_000211,Upgradable solution-oriented solution,Books,Books_Sub_5,Woodward and Sons,948.42,715.86,28.1,36x27x45,DarkGreen,Glass,50,90,SUPP_030,2025-03-22,3.6,False
PROD_000212,Virtual transitional paradigm,Home & Garden,Home & Garden_Sub_1,"Solomon, Harrison and Price",132.26,95.9,36.58,14x26x45,Orchid,Plastic,65,92,SUPP_065,2024-11-14,2.6,False
PROD_000213,Phased zero administration hub,Automotive,Automotive_Sub_3,"Austin, Miles and Silva",179.21,113.33,37.74,6x30x47,DarkTurquoise,Leather,615,54,SUPP_020,2023-10-20,5.0,False
PROD_000214,Polarized cohesive artificial intelligence,Home & Garden,Home & Garden_Sub_4,Taylor-Sampson,608.68,425.89,41.06,45x40x6,LightPink,Glass,172,15,SUPP_002,2023-10-23,4.1,False
PROD_000215,Focused empowering interface,Home & Garden,Home & Garden_Sub_1,Alvarez PLC,941.02,672.68,40.64,16x29x46,Brown,Leather,433,27,SUPP_034,2022-10-17,3.8,False
PROD_000216,Pre-emptive high-level budgetary management,Toys,Toys_Sub_2,Pena-Harris,474.88,350.5,39.65,45x23x6,PapayaWhip,Leather,828,51,SUPP_064,2023-12-03,4.5,False
PROD_000217,Synergized zero tolerance portal,Sports,Sports_Sub_3,Richardson Ltd,397.12,268.49,33.2,43x28x31,DarkBlue,Leather,795,73,SUPP_033,2022-08-09,1.2,False
PROD_000218,Assimilated demand-driven circuit,Automotive,Automotive_Sub_2,Clark-Wilson,368.27,252.57,15.27,28x19x21,DarkGoldenRod,Wood,741,18,SUPP_036,2022-08-24,2.5,False
PROD_000219,Fully-configurable zero administration methodology,Beauty,Beauty_Sub_3,Knight LLC,928.2,599.36,25.75,47x22x37,Crimson,Metal,805,47,SUPP_072,2023-03-30,4.0,False
PROD_000220,Configurable zero administration firmware,Toys,Toys_Sub_5,Benton Ltd,945.25,596.31,31.54,31x36x18,LightYellow,Glass,401,48,SUPP_067,2024-11-20,2.3,True
PROD_000221,Universal bifurcated neural-net,Automotive,Automotive_Sub_4,Padilla Ltd,371.27,268.06,23.6,37x43x23,BlueViolet,Metal,162,93,SUPP_053,2023-09-24,4.1,False
PROD_000222,Secured content-based installation,Home & Garden,Home & Garden_Sub_3,"Todd, Potter and Lee",307.76,231.63,43.58,32x43x49,OliveDrab,Wood,887,78,SUPP_005,2023-12-20,2.4,False
PROD_000223,Open-source dynamic hierarchy,Sports,Sports_Sub_3,"Woods, Davis and Evans",801.71,612.94,18.12,7x43x16,LightGreen,Fabric,275,61,SUPP_060,2023-10-11,1.7,False
PROD_000224,Function-based tangible focus group,Electronics,Electronics_Sub_4,Lin LLC,205.1,153.35,8.69,43x17x41,Maroon,Plastic,713,69,SUPP_058,2024-10-31,1.9,False
PROD_000225,Customer-focused executive moratorium,Books,Books_Sub_5,"Peters, Hurst and Harrison",321.58,197.03,31.78,27x47x45,IndianRed,Leather,4,40,SUPP_072,2024-09-16,4.7,True
PROD_000226,Proactive asymmetric moderator,Books,Books_Sub_3,Silva-Dean,563.5,449.95,17.62,27x7x48,Purple,Metal,705,99,SUPP_082,2022-12-06,1.0,False
PROD_000227,Stand-alone interactive utilization,Electronics,Electronics_Sub_2,Mitchell-Estes,959.83,707.16,4.8,18x26x19,BlueViolet,Plastic,142,69,SUPP_077,2023-10-29,2.1,False
PROD_000228,Quality-focused interactive success,Home & Garden,Home & Garden_Sub_2,Nguyen PLC,753.09,550.78,31.06,26x17x10,LawnGreen,Leather,742,22,SUPP_015,2023-03-01,1.6,False
PROD_000229,Future-proofed client-server challenge,Electronics,Electronics_Sub_3,Buckley Ltd,993.82,671.88,8.43,27x16x34,LightSalmon,Wood,152,80,SUPP_056,2023-01-04,4.4,False
PROD_000230,Front-line discrete process improvement,Books,Books_Sub_3,Fitzpatrick PLC,119.9,80.3,2.65,28x36x19,DarkSlateBlue,Fabric,197,80,SUPP_092,2023-06-09,3.7,False
PROD_000231,Decentralized reciprocal budgetary management,Toys,Toys_Sub_1,"Suarez, Murray and Hughes",266.95,185.62,37.85,7x43x45,WhiteSmoke,Plastic,598,39,SUPP_042,2024-10-31,1.4,False
PROD_000232,Polarized asymmetric utilization,Sports,Sports_Sub_3,"Gonzalez, Lowery and Moore",830.51,577.02,15.7,48x19x49,Plum,Glass,715,14,SUPP_098,2023-08-08,2.7,False
PROD_000233,Multi-tiered cohesive contingency,Clothing,Clothing_Sub_4,Cuevas LLC,461.07,320.5,12.45,21x29x11,HotPink,Metal,866,21,SUPP_086,2025-01-20,2.3,False
PROD_000234,Face-to-face attitude-oriented open system,Beauty,Beauty_Sub_2,"Valencia, Ryan and Rojas",763.44,607.04,12.94,11x16x32,MediumSeaGreen,Plastic,526,42,SUPP_068,2024-01-08,1.5,False
PROD_000235,Reduced composite artificial intelligence,Automotive,Automotive_Sub_4,Barber Ltd,168.19,127.49,29.5,8x32x41,DarkBlue,Metal,85,87,SUPP_056,2023-12-18,2.0,False
PROD_000236,Exclusive clear-thinking complexity,Home & Garden,Home & Garden_Sub_5,Sanchez Inc,601.74,435.12,47.5,32x36x8,Chocolate,Wood,343,14,SUPP_092,2024-10-17,2.3,False
PROD_000237,Profit-focused 24/7 Internet solution,Books,Books_Sub_2,Davis Ltd,915.24,588.56,35.22,31x33x19,LightSkyBlue,Leather,823,22,SUPP_023,2024-05-07,4.8,False
PROD_000238,Visionary tangible hierarchy,Home & Garden,Home & Garden_Sub_5,Silva-Gomez,920.56,580.37,26.58,7x24x37,CornflowerBlue,Wood,870,21,SUPP_085,2022-10-08,2.2,False
PROD_000239,Open-source upward-trending function,Books,Books_Sub_3,"Delgado, Hendrix and Khan",611.73,396.1,12.19,24x28x7,Black,Leather,148,80,SUPP_023,2023-01-08,4.1,False
PROD_000240,Inverse tertiary policy,Home & Garden,Home & Garden_Sub_3,"Watson, Patrick and Phillips",141.19,105.0,18.15,28x33x29,Yellow,Glass,189,87,SUPP_079,2023-09-28,1.3,False
PROD_000241,Upgradable mission-critical structure,Sports,Sports_Sub_5,Giles-Drake,34.04,22.12,14.33,21x17x10,Khaki,Fabric,871,100,SUPP_026,2023-04-29,3.6,False
PROD_000242,Polarized dedicated info-mediaries,Toys,Toys_Sub_2,Bryant-Collier,916.2,673.99,4.32,7x48x46,Cornsilk,Metal,680,84,SUPP_062,2024-01-20,2.9,False
PROD_000243,Configurable system-worthy knowledgebase,Clothing,Clothing_Sub_3,Jordan-Schultz,25.64,20.31,7.44,42x12x48,DarkGray,Glass,619,26,SUPP_050,2023-12-28,4.6,False
PROD_000244,Upgradable well-modulated hierarchy,Clothing,Clothing_Sub_4,"Bray, Kaufman and Marquez",221.49,155.19,8.17,12x32x14,GhostWhite,Leather,629,20,SUPP_096,2025-03-14,1.2,False
PROD_000245,Reverse-engineered 24/7 projection,Home & Garden,Home & Garden_Sub_5,Woodward-Conner,164.06,120.73,4.99,40x20x30,Crimson,Fabric,921,19,SUPP_042,2025-03-10,2.8,False
PROD_000246,Object-based high-level hub,Beauty,Beauty_Sub_4,Taylor-Collins,122.77,80.83,1.44,13x41x37,LightYellow,Leather,462,72,SUPP_001,2022-12-29,2.8,False
PROD_000247,Polarized heuristic emulation,Clothing,Clothing_Sub_3,Young Ltd,864.75,630.61,2.92,22x25x8,MediumTurquoise,Plastic,828,32,SUPP_001,2023-07-18,1.5,False
PROD_000248,Centralized even-keeled interface,Home & Garden,Home & Garden_Sub_5,Berger-Garcia,499.42,349.89,30.68,18x24x45,Snow,Wood,901,17,SUPP_022,2024-03-16,3.4,False
PROD_000249,Vision-oriented national array,Automotive,Automotive_Sub_4,Green-Torres,56.76,41.89,32.46,8x22x5,Peru,Fabric,799,36,SUPP_035,2023-04-20,2.6,False
PROD_000250,Reactive multimedia flexibility,Toys,Toys_Sub_3,Johnston-White,629.18,408.16,26.87,14x20x32,Blue,Fabric,517,22,SUPP_006,2022-09-09,1.3,True
PROD_000251,User-friendly hybrid artificial intelligence,Books,Books_Sub_4,"Garcia, Payne and Hester",180.8,119.71,2.52,25x11x20,FloralWhite,Metal,287,58,SUPP_008,2024-02-09,1.4,False
PROD_000252,Diverse real-time middleware,Books,Books_Sub_1,"Holmes, Perez and Day",107.55,68.77,26.82,40x15x28,Sienna,Metal,177,14,SUPP_099,2022-10-07,3.2,False
PROD_000253,Horizontal motivating customer loyalty,Clothing,Clothing_Sub_4,Soto and Sons,527.74,388.07,36.21,45x31x19,PowderBlue,Glass,861,11,SUPP_031,2025-04-14,3.1,True
PROD_000254,Progressive multimedia monitoring,Clothing,Clothing_Sub_4,Harrell-Wilson,990.45,690.56,36.94,43x5x34,GhostWhite,Leather,522,85,SUPP_091,2025-01-03,2.2,False
PROD_000255,Exclusive client-driven contingency,Automotive,Automotive_Sub_2,Franklin-Lee,55.71,38.71,1.25,13x10x21,DarkGreen,Leather,734,22,SUPP_100,2023-06-03,1.2,False
PROD_000256,Team-oriented solution-oriented access,Electronics,Electronics_Sub_4,"Petersen, Roberts and Schneider",123.0,78.24,12.15,40x28x6,LightSalmon,Leather,687,78,SUPP_078,2025-03-02,2.3,True
PROD_000257,Monitored eco-centric system engine,Automotive,Automotive_Sub_1,"Ellis, Owens and Lawson",533.8,420.07,4.14,12x42x10,Turquoise,Fabric,271,92,SUPP_039,2023-08-09,2.4,False
PROD_000258,Mandatory foreground strategy,Beauty,Beauty_Sub_5,Smith PLC,477.88,294.21,30.88,27x26x29,DimGray,Plastic,614,33,SUPP_059,2025-01-24,2.7,False
PROD_000259,Total tertiary frame,Automotive,Automotive_Sub_4,"Luna, Herman and Garcia",737.02,494.45,40.56,49x48x37,Navy,Fabric,425,28,SUPP_055,2025-05-21,2.0,False
PROD_000260,Face-to-face intangible concept,Clothing,Clothing_Sub_2,Bishop-Hamilton,744.76,477.76,38.27,29x33x39,MistyRose,Metal,962,13,SUPP_048,2023-08-29,2.5,True
PROD_000261,Proactive 4thgeneration hierarchy,Clothing,Clothing_Sub_2,"Gomez, Dean and Martin",549.03,431.28,42.62,35x23x7,Olive,Metal,746,27,SUPP_028,2023-07-12,3.7,False
PROD_000262,Future-proofed reciprocal extranet,Sports,Sports_Sub_4,Herman Ltd,961.8,634.18,15.17,30x29x16,LightGreen,Glass,434,36,SUPP_094,2024-12-30,1.9,False
PROD_000263,Visionary 24hour Graphical User Interface,Clothing,Clothing_Sub_1,Potter-Jenkins,807.48,532.21,20.86,11x48x24,DarkSlateBlue,Metal,641,95,SUPP_014,2024-02-21,2.5,False
PROD_000264,Open-architected attitude-oriented Internet solution,Home & Garden,Home & Garden_Sub_1,Moses PLC,604.96,408.6,49.52,31x18x31,CornflowerBlue,Wood,490,13,SUPP_033,2024-09-10,2.6,False
PROD_000265,Open-architected methodical capability,Beauty,Beauty_Sub_5,Walker Ltd,515.41,365.04,24.2,6x18x29,GreenYellow,Fabric,572,39,SUPP_001,2023-10-09,1.1,False
PROD_000266,Multi-channeled asynchronous Internet solution,Automotive,Automotive_Sub_5,Owens LLC,921.33,696.43,11.47,19x49x10,LightGoldenRodYellow,Wood,590,33,SUPP_096,2024-12-11,4.8,True
PROD_000267,Distributed contextually-based help-desk,Clothing,Clothing_Sub_2,"Ballard, Yoder and Ingram",487.73,365.1,2.98,26x43x19,DarkOrange,Wood,65,15,SUPP_034,2025-06-22,1.2,False
PROD_000268,Persevering multi-state definition,Books,Books_Sub_5,Sampson-Brown,103.25,62.37,27.21,15x13x37,Coral,Metal,287,71,SUPP_016,2023-06-13,3.1,False
PROD_000269,Switchable 6thgeneration application,Clothing,Clothing_Sub_4,Stanton-Peterson,699.56,521.75,38.66,30x46x8,DarkGreen,Glass,342,96,SUPP_058,2025-05-22,3.1,False
PROD_000270,User-friendly executive challenge,Sports,Sports_Sub_5,Solis and Sons,482.29,302.38,14.31,44x33x44,Tomato,Fabric,58,50,SUPP_021,2023-11-11,4.7,False
PROD_000271,Team-oriented user-facing model,Automotive,Automotive_Sub_1,Livingston Ltd,119.28,87.38,27.36,31x26x31,Maroon,Wood,529,22,SUPP_071,2023-01-09,3.5,False
PROD_000272,Team-oriented regional policy,Electronics,Electronics_Sub_4,Clarke-Pitts,86.2,55.17,10.64,48x50x25,SeaGreen,Glass,882,41,SUPP_013,2024-12-29,5.0,False
PROD_000273,Centralized multi-tasking challenge,Clothing,Clothing_Sub_2,"Wilson, Gonzalez and Mccullough",600.41,396.88,49.06,28x27x33,DeepPink,Metal,762,63,SUPP_014,2024-03-31,2.7,False
PROD_000274,Optimized fault-tolerant database,Beauty,Beauty_Sub_2,Moore-Gonzalez,493.12,353.15,28.07,9x10x41,SkyBlue,Metal,538,98,SUPP_091,2023-05-08,3.4,True
PROD_000275,Public-key grid-enabled website,Electronics,Electronics_Sub_4,"Bridges, Hill and Scott",535.1,427.13,47.39,49x8x12,Turquoise,Metal,658,11,SUPP_064,2025-07-01,1.3,False
PROD_000276,Focused directional policy,Toys,Toys_Sub_2,Powell-Salinas,797.39,517.04,34.81,12x29x19,AliceBlue,Leather,199,63,SUPP_016,2023-08-08,4.2,False
PROD_000277,Multi-channeled optimizing help-desk,Automotive,Automotive_Sub_5,Lopez-Clark,862.37,633.42,16.54,42x7x7,Fuchsia,Wood,705,87,SUPP_008,2023-09-25,2.0,False
PROD_000278,Fully-configurable neutral forecast,Toys,Toys_Sub_3,Lucero-Guzman,377.86,271.0,38.85,37x19x26,DarkMagenta,Leather,431,40,SUPP_088,2022-08-15,3.4,False
PROD_000279,Balanced high-level superstructure,Clothing,Clothing_Sub_2,Vang Group,487.01,325.52,13.99,18x43x45,Coral,Metal,148,51,SUPP_100,2022-07-31,4.8,False
